,jurisdiction_of_occurrence,mmwryear,mmwrweek,week_ending_date,all_cause,natural_cause,septicemia_a40_a41,malignant_neoplasms_c00_c97,diabetes_mellitus_e10_e14,alzheimer_disease_g30,influenza_and_pneumonia_j09_j18,chronic_lower_respiratory,other_diseases_of_respiratory,nephritis_nephrotic_syndrome,symptoms_signs_and_abnormal,diseases_of_heart_i00_i09,cerebrovascular_diseases,covid_19_u071_multiple_cause_of_death,covid_19_u071_underlying_cause_of_death,flag_otherresp,flag_otherunk,flag_nephr,flag_inflpn,flag_cov19mcod,flag_cov19ucod,flag_sept,flag_diab,flag_alz,flag_clrd,flag_stroke,flag_hd,flag_neopl,flag_allcause,flag_natcause
548,Delaware,2019,3,1/19/2019,199.0,187.0,,46.0,,10.0,,12.0,,,0.0,40.0,12.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,
549,Delaware,2019,4,1/26/2019,186.0,165.0,,33.0,,,,21.0,0.0,,0.0,35.0,15.0,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
550,Delaware,2019,5,2/2/2019,190.0,177.0,,40.0,,10.0,,11.0,,,,48.0,16.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,
551,Delaware,2019,6,2/9/2019,182.0,169.0,,34.0,,10.0,,12.0,,,0.0,45.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,
552,Delaware,2019,7,2/16/2019,194.0,173.0,,41.0,,11.0,,11.0,,,0.0,41.0,10.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,
553,Delaware,2019,8,2/23/2019,187.0,173.0,,45.0,,,,11.0,,,0.0,40.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
554,Delaware,2019,9,3/2/2019,174.0,158.0,,38.0,,,,,,0.0,0.0,39.0,10.0,0.0,0.0,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
555,Delaware,2019,10,3/9/2019,207.0,184.0,0.0,52.0,,,,10.0,,,,56.0,13.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
556,Delaware,2019,11,3/16/2019,184.0,165.0,,38.0,,,,10.0,,,0.0,45.0,11.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
557,Delaware,2019,12,3/23/2019,177.0,163.0,,45.0,,,,,,,,34.0,17.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
558,Delaware,2019,13,3/30/2019,185.0,174.0,,34.0,,,,11.0,0.0,,,52.0,,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
559,Delaware,2019,14,4/6/2019,163.0,147.0,,42.0,,,,,,,,30.0,13.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
560,Delaware,2019,15,4/13/2019,147.0,140.0,,33.0,,,,,,,,32.0,10.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
561,Delaware,2019,16,4/20/2019,183.0,163.0,,45.0,,,,,,,0.0,36.0,17.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
562,Delaware,2019,17,4/27/2019,165.0,151.0,,35.0,0.0,,,,,,0.0,47.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
563,Delaware,2019,18,5/4/2019,149.0,132.0,,38.0,,,0.0,10.0,,,,29.0,10.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
564,Delaware,2019,19,5/11/2019,159.0,140.0,,37.0,,,0.0,,,,,33.0,12.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
565,Delaware,2019,20,5/18/2019,163.0,142.0,,30.0,,,,13.0,,,,31.0,12.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
566,Delaware,2019,21,5/25/2019,181.0,161.0,,47.0,,,0.0,,,,,44.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
567,Delaware,2019,22,6/1/2019,195.0,172.0,,47.0,,,,14.0,,,0.0,36.0,15.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
568,Delaware,2019,23,6/8/2019,158.0,143.0,,39.0,,,,13.0,,,,32.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
569,Delaware,2019,24,6/15/2019,172.0,155.0,,38.0,,,,,,,,32.0,16.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
570,Delaware,2019,25,6/22/2019,177.0,155.0,,31.0,,,,11.0,,,,40.0,13.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
571,Delaware,2019,26,6/29/2019,163.0,140.0,,32.0,,,,,,,,30.0,14.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
572,Delaware,2019,27,7/6/2019,192.0,171.0,,58.0,,,,14.0,,,0.0,35.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
573,Delaware,2019,28,7/13/2019,180.0,162.0,,35.0,,,,,,,,39.0,15.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
574,Delaware,2019,29,7/20/2019,182.0,157.0,0.0,49.0,,,,14.0,0.0,,0.0,29.0,,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
575,Delaware,2019,30,7/27/2019,156.0,135.0,0.0,26.0,,,,,,,0.0,35.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
576,Delaware,2019,31,8/3/2019,164.0,147.0,0.0,30.0,,,,,,,0.0,39.0,16.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
577,Delaware,2019,32,8/10/2019,185.0,163.0,,38.0,,13.0,,14.0,0.0,,,35.0,,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,
578,Delaware,2019,33,8/17/2019,192.0,168.0,,45.0,,,,,,,0.0,48.0,15.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
579,Delaware,2019,34,8/24/2019,158.0,138.0,,29.0,,,,,,,,42.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
580,Delaware,2019,35,8/31/2019,176.0,151.0,,40.0,,,,,,,0.0,37.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
581,Delaware,2019,36,9/7/2019,175.0,161.0,0.0,53.0,,,,11.0,,,0.0,37.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
582,Delaware,2019,37,9/14/2019,190.0,172.0,,36.0,,,,17.0,,,0.0,44.0,11.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
583,Delaware,2019,38,9/21/2019,179.0,164.0,,41.0,,,0.0,,,,0.0,50.0,11.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
584,Delaware,2019,39,9/28/2019,183.0,159.0,,49.0,,,,,,,0.0,35.0,18.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
585,Delaware,2019,40,10/5/2019,178.0,162.0,,41.0,,12.0,,,,,,36.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
586,Delaware,2019,41,10/12/2019,170.0,148.0,,40.0,,,,,,,,36.0,18.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
587,Delaware,2019,42,10/19/2019,163.0,151.0,,38.0,,,,,,0.0,,37.0,10.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
588,Delaware,2019,43,10/26/2019,170.0,148.0,,39.0,,,,11.0,,,,32.0,12.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
589,Delaware,2019,44,11/2/2019,160.0,146.0,0.0,39.0,,,,,,,,35.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
590,Delaware,2019,45,11/9/2019,165.0,153.0,,45.0,11.0,,,,,,,36.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
591,Delaware,2019,46,11/16/2019,172.0,157.0,,38.0,,,,,,,,37.0,16.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
592,Delaware,2019,47,11/23/2019,172.0,160.0,,42.0,,12.0,0.0,,,,0.0,34.0,16.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
593,Delaware,2019,48,11/30/2019,180.0,159.0,0.0,32.0,,,,,,,,39.0,17.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
594,Delaware,2019,49,12/7/2019,203.0,177.0,0.0,38.0,,,,,,,,50.0,20.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
595,Delaware,2019,50,12/14/2019,202.0,185.0,0.0,35.0,,12.0,,,,,,38.0,17.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
596,Delaware,2019,51,12/21/2019,179.0,161.0,0.0,41.0,,,,,,,,42.0,11.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
597,Delaware,2019,52,12/28/2019,185.0,165.0,,35.0,,,,11.0,,,,46.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
598,Delaware,2020,1,1/4/2020,197.0,181.0,,37.0,,,,11.0,,,,48.0,14.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
599,Delaware,2020,2,1/11/2020,192.0,174.0,0.0,34.0,,,,13.0,0.0,,,43.0,14.0,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
600,Delaware,2020,3,1/18/2020,189.0,171.0,,24.0,,12.0,,13.0,0.0,,,44.0,,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,
601,Delaware,2020,4,1/25/2020,188.0,171.0,,37.0,,,,,,,,46.0,17.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
602,Delaware,2020,5,2/1/2020,181.0,168.0,,34.0,,,,10.0,,,,34.0,10.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
603,Delaware,2020,6,2/8/2020,190.0,175.0,,46.0,,,,11.0,,,10.0,33.0,10.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
604,Delaware,2020,7,2/15/2020,202.0,190.0,,55.0,,,,,,,,45.0,11.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
605,Delaware,2020,8,2/22/2020,192.0,172.0,0.0,43.0,,,,,,,,43.0,15.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
606,Delaware,2020,9,2/29/2020,162.0,155.0,,28.0,,,,14.0,,,11.0,35.0,11.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
607,Delaware,2020,10,3/7/2020,200.0,191.0,,37.0,,,,12.0,,12.0,,43.0,12.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
608,Delaware,2020,11,3/14/2020,187.0,179.0,0.0,48.0,,11.0,,,,,12.0,46.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
609,Delaware,2020,12,3/21/2020,220.0,201.0,,50.0,,,10.0,,,,17.0,46.0,15.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
610,Delaware,2020,13,3/28/2020,188.0,175.0,,36.0,,,,10.0,,,,37.0,15.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
611,Delaware,2020,14,4/4/2020,209.0,198.0,,40.0,,,,12.0,0.0,,16.0,49.0,11.0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
612,Delaware,2020,15,4/11/2020,215.0,210.0,,46.0,,14.0,,12.0,,,14.0,37.0,,23.0,23.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,
613,Delaware,2020,16,4/18/2020,220.0,208.0,,46.0,,,,10.0,,,,28.0,15.0,35.0,35.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
614,Delaware,2020,17,4/25/2020,275.0,266.0,,42.0,,,,,,,16.0,52.0,15.0,58.0,53.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
615,Delaware,2020,18,5/2/2020,240.0,232.0,,32.0,,,,,,,10.0,33.0,20.0,70.0,66.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
616,Delaware,2020,19,5/9/2020,251.0,241.0,,33.0,,,,13.0,,,17.0,34.0,,64.0,64.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
617,Delaware,2020,20,5/16/2020,235.0,228.0,,35.0,,12.0,,,,,,30.0,10.0,74.0,74.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
618,Delaware,2020,21,5/23/2020,178.0,177.0,0.0,40.0,,,,,,,,32.0,10.0,47.0,39.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
619,Delaware,2020,22,5/30/2020,175.0,165.0,,27.0,,,,,,,,26.0,11.0,48.0,45.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
620,Delaware,2020,23,6/6/2020,139.0,126.0,,20.0,,,,,,,,23.0,13.0,23.0,21.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
621,Delaware,2020,24,6/13/2020,145.0,139.0,0.0,35.0,,,,,0.0,,,22.0,11.0,18.0,14.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
622,Delaware,2020,25,6/20/2020,112.0,104.0,,23.0,,,0.0,13.0,,0.0,,25.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
623,Delaware,2020,26,6/27/2020,77.0,76.0,0.0,25.0,,,,0.0,,,,14.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
624,District of Columbia,2019,1,1/5/2019,130.0,114.0,,24.0,,,,,0.0,0.0,0.0,35.0,,0.0,0.0,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
625,District of Columbia,2019,2,1/12/2019,122.0,110.0,0.0,23.0,,0.0,,,,,0.0,41.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
626,District of Columbia,2019,3,1/19/2019,105.0,90.0,0.0,19.0,,,,,,0.0,,26.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
627,District of Columbia,2019,4,1/26/2019,116.0,105.0,0.0,20.0,,0.0,,,0.0,,,35.0,,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
628,District of Columbia,2019,5,2/2/2019,124.0,111.0,,24.0,,,,,,0.0,0.0,29.0,,0.0,0.0,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
629,District of Columbia,2019,6,2/9/2019,120.0,105.0,,21.0,,,0.0,,0.0,,0.0,32.0,10.0,0.0,0.0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
630,District of Columbia,2019,7,2/16/2019,114.0,100.0,,28.0,0.0,0.0,0.0,,,0.0,,24.0,12.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
631,District of Columbia,2019,8,2/23/2019,113.0,100.0,0.0,25.0,,,,,0.0,,0.0,29.0,,0.0,0.0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
632,District of Columbia,2019,9,3/2/2019,106.0,95.0,0.0,34.0,,,,,,,0.0,17.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
633,District of Columbia,2019,10,3/9/2019,121.0,105.0,,19.0,0.0,,,,,0.0,,36.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
634,District of Columbia,2019,11,3/16/2019,121.0,111.0,,21.0,,,,,,,,35.0,11.0,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
